Loan Amount,Funded Amount,Funded Amount Investor,Term,Interest Rate,Grade,Sub Grade,Employment Duration,Home Ownership,Verification Status,Debit to Income,Delinquency - two years,Inquires - six months,Open Account,Public Record,Revolving Balance,Revolving Utilities,Total Accounts,Initial List Status,Total Received Interest,Total Received Late Fee,Recoveries,Collection Recovery Fee,Collection 12 months Medical,Application Type,Last week Pay,Total Collection Amount,Total Current Balance,Total Revolving Credit Limit,BAD
30342,21578,8848.212962,59,11.28926254,A,F5,RENT,42826.709780000005,Verified,39.0565878,0,0,12,0,6558,74.45682718,61,w,365.4827135,0.008222442,1.28694503,1.189411655,0,INDIVIDUAL,91,41,56083,2067,0
8592,9471,7865.582906999999,58,11.54845158,A,C1,RENT,90792.34784,Not Verified,14.70031489,0,0,13,0,3265,66.61548555,18,w,1899.39405,0.128324759,0.749853188,0.391225028,0,INDIVIDUAL,144,20,133752,10544,0
25942,12057,12095.00447,59,15.94288873,B,B3,RENT,133585.4236,Source Verified,9.733802952,1,0,13,0,3170,38.194412,25,w,2685.077325,0.064560817,0.963732706,0.913078594,0,INDIVIDUAL,118,26,57011,55535,0
9378,9801,10456.12237,58,6.822522876,B,B5,RENT,46988.31295,Verified,28.41214308,0,0,14,0,12826,67.00516279,37,w,6490.898251,0.077739079,6.619380578,0.7244199590000001,0,INDIVIDUAL,42,31,131717,58206,0
18143,21564,33212.70664,59,15.54554002,C,C4,MORTGAGE,53841.928360000005,Source Verified,28.63163648,0,0,11,0,1986,50.90750227,20,f,4347.223586,0.010703964,4.839233051,0.923742772,0,INDIVIDUAL,56,44,295237,20103,0
14656,16443,33757.62851,59,11.2620773,D,B4,RENT,71962.42465,Source Verified,33.47555369,0,0,21,0,8129,16.61643666,20,w,8723.881606,0.073838371,3.965546701,0.777428723,0,INDIVIDUAL,31,3,211955,40204,0
16078,16335,14628.15474,59,11.11290922,A,C2,MORTGAGE,79343.85287999999,Source Verified,17.62063814,1,0,22,0,4326,38.56558637,22,f,728.4523555,0.031439972,2.748754062,0.300692919,0,INDIVIDUAL,71,57,428456,23163,0
23076,5899,4263.454135,59,9.32105106,C,D1,MORTGAGE,80181.56913999999,Source Verified,24.87597093,0,1,34,0,10404,77.53944456,16,w,1988.727454,0.082613044,1.74608092,1.273808645,0,INDIVIDUAL,6,45,141156,11749,0
10983,33703,21687.03802,59,18.26059358,A,E2,RENT,72155.64485,Source Verified,28.91573285,0,0,12,1,8150,54.26067413,25,w,2878.018233,0.0683675909999999,4.8617213580000005,0.835000283,0,INDIVIDUAL,71,4,60441,23606,0
12056,13141,32708.82339,58,6.388792915,B,B1,RENT,123523.9459,Not Verified,34.23486228,0,0,15,0,6233,79.05666031,34,f,3415.748676,0.024871946,2.8255543,0.948712885,0,INDIVIDUAL,131,367,63957,5378,0
4236,14660,15363.01482,58,10.07751607,A,A5,OWN,92058.71508,Not Verified,15.13111238,0,0,24,0,5533,76.48999746,19,w,1920.024175,0.124700931,1.345146297,0.586719518,0,INDIVIDUAL,60,25,49119,70119,0
34071,11219,12340.49528,59,8.336050356,B,B1,MORTGAGE,140889.2995,Verified,28.85516641,0,0,10,0,4315,59.29430842,14,f,255.4622754,0.021588815,9.319158451,1.273559505,0,INDIVIDUAL,152,1,192515,36507,0
31232,5044,12696.83466,59,14.60630861,A,B3,RENT,58494.916410000005,Source Verified,17.81096352,0,0,7,0,453,46.76506563,22,f,980.2388434,0.017415685,4.351853928,0.971504359,0,INDIVIDUAL,14,37,18957,63586,0
6983,25365,18406.55577,59,16.79025119,D,B2,MORTGAGE,58378.05829,Not Verified,14.654569400000002,0,0,11,0,7712,11.92836423,7,f,927.5355492,0.03503774,1.3837222,0.641528427,0,INDIVIDUAL,128,59,30288,100003,1
10153,20500,13485.1624,58,5.553964741000001,B,D3,MORTGAGE,154699.5353,Not Verified,23.99451173,0,0,11,0,33608,63.63994232,25,f,2329.511764,0.074010429,2.96609139,1.3473446880000002,0,INDIVIDUAL,103,35,55914,25660,0
16122,6296,17585.9479,59,10.06591883,D,C2,MORTGAGE,83374.61235,Not Verified,23.92794005,0,0,4,0,617,43.83477054,21,w,2322.239939,0.056868088,7.923030782,0.6450308020000001,0,INDIVIDUAL,107,38,26582,17732,0
10650,5522,11725.17891,59,9.451035576,C,D4,RENT,111174.4465,Source Verified,36.09987117,0,0,22,0,166,53.89407688,16,w,630.4768425,0.066449302,8.312206137999999,0.344566232,0,INDIVIDUAL,125,59,423438,8740,0
29798,10135,14739.06554,58,10.23500254,A,A4,MORTGAGE,45719.22122,Not Verified,12.9820404,1,0,11,0,4782,6.466207726,23,w,930.392065,0.070706923,2.037473354,0.163324534,0,INDIVIDUAL,38,300,149558,44945,0
15722,16416,10045.81003,59,11.3343086,D,C3,MORTGAGE,51292.51204,Source Verified,26.24124334,0,0,13,0,17118,79.88061599,10,f,843.5814627999998,0.010336416,2.078108573,0.227506268,0,INDIVIDUAL,30,4,28480,37274,0
17325,10950,10473.43715,58,14.81625406,B,C4,MORTGAGE,74385.57308999999,Source Verified,23.6151499,1,0,7,0,7463,10.78991358,15,w,5737.550255,0.083313273,3.442600535,0.820614974,0,INDIVIDUAL,138,37,20407,3072,1
13572,16035,19282.59472,59,11.00814211,C,D3,MORTGAGE,91301.17119,Source Verified,30.36365448,0,0,14,0,7032,51.82062277,11,w,248.8573398,0.061489404,5.754148033,0.7372736240000001,0,INDIVIDUAL,18,43,31160,97661,1
15935,19666,14967.03801,59,9.851661386,A,E2,MORTGAGE,87264.99523,Source Verified,22.8086525,0,0,16,0,11572,40.1080342,21,f,76.23545432,0.0939749519999999,5.099092448,0.7629320820000001,0,INDIVIDUAL,12,31,78931,34811,0
27878,12064,12479.84515,59,10.84422803,B,E5,MORTGAGE,93427.88825,Source Verified,37.9194586,0,0,13,0,465,83.86668915,7,f,866.36553,0.081726705,1.730775278,0.899092132,0,INDIVIDUAL,46,43,27288,7042,1
29685,6838,9840.405713,59,13.92098561,A,C4,MORTGAGE,69883.80324,Source Verified,26.30666878,1,0,12,0,19392,61.08653061,22,f,5072.797341,0.0629940859999999,1.565382969,1.129229133,0,INDIVIDUAL,69,43,332555,94084,0
4988,30629,12213.82711,59,6.1964681,C,B4,MORTGAGE,53572.981810000005,Verified,27.70870521,0,0,24,0,33984,56.17491561,15,w,886.0380138,0.021343135,1.560705562,1.175756973,0,INDIVIDUAL,48,30,90253,29496,0
14914,5509,15654.15345,58,8.642869626,B,D2,RENT,59034.61057999999,Source Verified,8.104296439,0,0,14,0,7796,42.42671958,15,w,968.1851477,0.144593737,6.546570582,1.065254214,0,INDIVIDUAL,91,39,295781,14651,0
21896,9712,9381.400284,59,8.426340191,B,E1,MORTGAGE,22268.50965,Verified,8.637412985,1,0,12,0,828,62.69904694,22,w,1237.495356,0.006551606,3.965509781,1.347087149,0,INDIVIDUAL,114,45,214814,10555,0
19088,24082,31274.8358,58,11.68065671,C,B3,MORTGAGE,168886.9126,Source Verified,33.32898312,0,0,7,0,17799,16.56788627,21,f,841.6470345,0.0536413309999999,0.925046977,1.135475146,0,INDIVIDUAL,8,37,35849,3991,0
30878,21820,17273.15672,59,12.39431712,D,B3,MORTGAGE,54385.66059,Source Verified,8.55620278,0,0,20,0,3643,51.2408446,23,w,1150.3873609999998,0.107680891,1.902181573,0.399751185,0,INDIVIDUAL,47,11,564870,33999,0
20461,26067,20944.33126,59,11.4736232,C,D2,MORTGAGE,84839.62571000001,Verified,23.35044003,1,0,9,0,4495,85.97814904,6,w,734.8821995,0.031719026,1.284355355,0.8519492559999999,0,INDIVIDUAL,116,40,34714,24757,0
4911,11898,16290.7224,59,9.138469173,A,B2,MORTGAGE,116258.5777,Not Verified,18.76469837,0,0,12,0,4613,84.57554621,33,w,2032.785713,0.0070110619999999,7.734833549,0.904565879,0,INDIVIDUAL,85,49,43176,49063,0
12651,15857,31954.75678,59,10.92650843,C,B2,RENT,123042.1213,Source Verified,13.93010601,0,0,7,2,1521,47.19265568,21,f,7643.73963,22.35435212,5.289498648,1.043043952,0,INDIVIDUAL,57,34,114611,11233,0
16359,23549,5443.480554,58,10.06354004,E,B5,MORTGAGE,61086.63475,Not Verified,14.80194939,0,0,9,0,1083,53.85277533,19,w,879.460909,0.07849817,5.417758866000001,1.033925823,0,INDIVIDUAL,17,20,315246,15104,0
6437,20192,21295.45587,59,7.674508645,A,B4,RENT,54699.47261,Source Verified,30.7335215,1,0,10,0,1654,39.17302935,16,f,317.079546,0.003534599,3.815975046,0.964547899,0,INDIVIDUAL,16,4876,74858,36216,0
15646,17294,17440.43174,58,14.40453729,B,A5,RENT,86606.69542,Not Verified,15.15992955,0,0,9,0,7253,93.48273076,22,f,12176.17099,0.0067795419999999,1.162117524,0.2800034819999999,0,INDIVIDUAL,94,9,8592,44213,0
17409,32399,14477.68694,36,11.31246034,E,B3,RENT,68831.79886,Verified,6.893609721,0,0,10,0,5596,85.97235513,15,w,1348.1752,0.032054049,2.657964331,0.612711738,0,INDIVIDUAL,102,1313,114629,45766,0
15866,14046,13789.73937,58,12.92300391,C,A3,MORTGAGE,134104.9766,Verified,12.6143235,0,0,9,0,14573,79.37671389,33,w,1926.84473,0.03552201,2.267837149,0.326642537,0,INDIVIDUAL,72,45,30987,42328,0
26502,7565,12336.71312,59,8.193228901,A,C3,RENT,48217.68038,Source Verified,34.42772047,0,0,19,0,3231,59.85726711,4,w,2721.806861,22.79189662,10.3009439,20.91721252,0,INDIVIDUAL,79,35,12377,11772,0
13016,22948,12976.43066,59,13.50499246,B,A4,MORTGAGE,76256.30781,Not Verified,26.75971218,0,0,10,0,7899,5.697247618,25,w,124.4002439,0.1068315,1.918446612,0.557513255,0,INDIVIDUAL,146,40,127336,10910,0
18541,18415,15427.58181,59,21.832991,A,C2,RENT,46957.79417,Verified,16.88476678,0,0,22,0,7618,38.71175093,27,f,650.4173837999999,0.0492519759999999,3.749039032,0.452310334,0,INDIVIDUAL,109,22,193211,18083,0
24069,28314,29759.30683,59,9.006907802999999,C,F5,MORTGAGE,38474.07969,Source Verified,31.96083743,2,0,13,0,13714,58.85775513,33,f,3382.929193,0.032468823,6.63692495,0.983146729,0,INDIVIDUAL,51,46,263757,19045,0
9751,8123,11082.7783,58,15.63322789,A,E2,MORTGAGE,73836.26229,Not Verified,18.79914151,0,0,12,1,4012,36.31533267,24,w,10.4999142,0.008604065,2.026178799,0.95489533,0,INDIVIDUAL,37,45,94010,3133,0
8723,6964,30512.6749,58,10.85479842,A,D5,MORTGAGE,251629.9495,Source Verified,6.778870235,0,0,12,0,10632,40.17861032,21,f,925.3466373,0.023969872,2.005078717,0.635744654,0,INDIVIDUAL,26,32,556921,6717,0
31012,17512,7302.972917,59,10.247949,F,C1,RENT,29160.17646,Not Verified,29.04436241,0,0,13,0,7226,46.94218953,16,w,8792.539808,0.066785164,7.769859239,1.390386424,0,INDIVIDUAL,151,55,54250,22527,0
15123,32087,12271.18494,59,20.48605672,B,A2,MORTGAGE,88860.49024,Verified,25.7351036,0,0,11,0,2977,26.23237311,28,w,1434.594755,21.60782225,3.973902191,1.106697181,0,INDIVIDUAL,120,38,70820,7941,0
21480,28283,17518.759130000002,58,12.39898499,C,E2,MORTGAGE,160464.9336,Source Verified,30.55867756,0,0,15,0,27040,21.54044953,21,w,157.6126833,0.0052043459999999,0.6134306860000001,1.033621162,0,INDIVIDUAL,66,51,139481,5823,0
9526,19616,20232.5297,59,12.47798686,C,B2,MORTGAGE,88436.14087999999,Source Verified,13.84347823,0,0,11,0,10517,40.74857533,5,f,1190.33476,0.025824744,3.409014509,0.908499876,0,INDIVIDUAL,63,25,139982,10557,0
21711,31726,22383.82165,59,12.44594372,B,B4,MORTGAGE,36931.22747,Source Verified,21.81308995,0,0,12,0,10849,66.72700187,18,w,1245.275979,0.022442302,7.58233154,0.798489683,0,INDIVIDUAL,13,52,51338,12567,0
31368,22397,12822.39072,59,11.00642407,C,B5,RENT,32459.20039,Not Verified,15.92131544,0,0,12,0,2087,46.69392256,29,w,1246.537167,0.031728444,2.780089432,1.366351346,0,INDIVIDUAL,133,44,46967,7148,0
14176,6645,4781.028195,58,10.40680515,B,B4,MORTGAGE,59050.86581,Source Verified,6.976846644,0,0,11,0,5728,67.86175646,18,w,1411.055259,0.0663405859999999,2.635660415,0.8573944259999999,0,INDIVIDUAL,63,22,191732,21036,0
15624,7039,17196.4765,59,10.53504264,B,B4,RENT,53245.15485,Not Verified,14.67502631,1,0,15,0,3575,56.03562577,16,w,2952.689944,0.026323102,0.320144298,1.156042316,0,INDIVIDUAL,78,43,147704,13652,0
21503,32278,12218.42258,59,13.89581893,F,C4,MORTGAGE,138443.4681,Not Verified,24.89387366,0,0,11,0,757,67.82891734,7,w,181.1419679,0.014449218,5.3806901410000005,1.051033017,0,INDIVIDUAL,76,4,412907,12579,1
11645,8755,9687.293542,59,8.462358493,B,C1,MORTGAGE,87623.96562999999,Verified,37.76462706,0,0,20,0,6633,61.20289743,11,f,2220.79443,0.060528893,6.389136669,0.125094517,0,INDIVIDUAL,25,32,8457,18389,0
30417,34587,16465.29133,59,7.706374048,C,A2,MORTGAGE,87701.97903999999,Verified,16.77668352,0,0,12,0,13143,58.39568348,6,w,3905.840129,0.010825226,2.925021845,0.563964902,0,INDIVIDUAL,149,4,263574,20476,0
18004,30791,20018.29079,58,13.9493563,E,A4,MORTGAGE,44850.48011,Verified,39.53271115,1,1,14,0,14277,72.38892911,40,w,3688.140746,0.039139085,0.8053784429999999,1.347403124,0,INDIVIDUAL,86,31,166563,14778,0
7840,17097,6398.146882,58,23.53916713,A,B4,MORTGAGE,104533.4549,Verified,8.140564966,0,0,30,0,2250,38.12648331,13,f,989.2971529,0.037591645,0.756739353,0.408805542,0,INDIVIDUAL,4,39,95638,30718,0
27615,7714,5926.990632,59,8.599704402999999,B,D5,RENT,81480.22561000001,Verified,26.20938615,1,0,12,0,6313,62.20705604,25,f,783.3204958,0.021493868,4.137385144,0.6839717479999999,0,INDIVIDUAL,33,46,26621,8431,0
14822,5000,34050.58142,59,15.88467515,C,B2,MORTGAGE,89812.2003,Source Verified,15.04046428,7,0,12,0,10376,11.74022255,8,w,2245.597587,5.554205266,4.481020963,0.151215185,0,INDIVIDUAL,28,976,177430,101101,0
20384,10484,14853.57321,59,9.675730828,E,C4,RENT,314301.8592,Source Verified,17.03118159,0,0,11,0,6605,9.114615927,8,w,1642.487306,0.023800347,2.720968178,0.254492251,0,INDIVIDUAL,114,39,343447,3754,0
2703,32287,15581.31736,59,16.36431923,D,A4,MORTGAGE,63703.921160000005,Source Verified,3.813670642,0,0,10,0,752,4.587400319,19,f,354.5116408,0.06231925,4.91031072,0.534405631,0,INDIVIDUAL,87,30,82560,13510,0
29329,8747,13925.72745,58,10.13051213,B,C5,OWN,138780.0032,Source Verified,38.6998844,0,0,19,0,1954,76.62441697,24,f,6768.779559999999,0.025271156,2.742374403,0.889374421,0,INDIVIDUAL,74,49,96829,35307,0
16196,6537,7806.431573999999,58,14.76255957,C,D1,RENT,44953.76862,Source Verified,18.17982537,1,0,11,0,7267,38.8263606,12,w,575.6251698,0.039989626,0.480481912,1.184706092,0,INDIVIDUAL,33,47,97676,20136,0
10519,23957,27906.6254,59,9.673651834,A,C5,MORTGAGE,47832.34386,Source Verified,28.8818462,0,1,7,0,893,99.58105459,40,w,3114.952565,0.088239835,3.166486677,0.296335202,0,INDIVIDUAL,41,43,30915,21106,0
5825,8782,12540.45322,59,13.01727731,C,C5,MORTGAGE,45405.01533,Verified,5.805501184,0,2,28,0,1704,80.7511306,8,f,2106.782724,0.022776014,5.5059482410000005,0.567833056,0,INDIVIDUAL,61,42,25599,23493,0
30565,31640,33038.63324,59,7.504479300000001,B,D1,MORTGAGE,119225.531,Verified,29.41922541,0,0,9,0,3113,44.87081514,17,w,1436.881359,0.062171872,1.417988442,0.088532217,0,INDIVIDUAL,12,9,74255,7454,0
15266,10395,16149.38535,58,11.38905213,B,D3,MORTGAGE,99307.23302,Verified,30.16438169,0,0,12,0,10129,55.78386326,22,f,834.758075,0.052839189,7.103690793999999,0.6940481820000001,0,INDIVIDUAL,0,44,45909,9228,0
3040,11589,12319.52218,58,13.58376805,A,C4,MORTGAGE,27328.11195,Verified,17.91753427,0,0,11,0,220,22.89491559,32,w,782.3304411,0.03765011,5.111943028,0.6802681709999999,0,INDIVIDUAL,16,5,585574,36645,0
16479,16575,11977.18112,59,12.33215477,B,B5,MORTGAGE,66299.0714,Source Verified,15.53047023,0,0,12,0,5197,57.12214742,21,f,1322.933336,0.124580274,2.28619749,0.792728772,0,INDIVIDUAL,11,39,103035,74381,0
24405,31466,7417.616523999999,58,9.395315249,C,C5,RENT,91164.31402,Source Verified,20.33545494,0,0,11,0,2532,69.30449795,50,f,8674.942084999999,0.046955415,1.088152332,0.7613602559999999,0,INDIVIDUAL,120,32,289401,2309,1
26879,9588,15311.7757,59,14.37965898,F,C3,RENT,53115.01733,Source Verified,22.39730955,0,0,30,0,11640,57.47495309999999,21,w,3367.105908,18.70421602,5.660464245,0.6767047359999999,0,INDIVIDUAL,33,11,294605,35308,0
6364,21349,17977.8986,58,14.55809631,C,B3,MORTGAGE,60783.58789,Verified,24.08578509,0,0,32,1,8725,66.13207270000001,17,w,6082.071275,0.058203284,2.297922223,0.109060153,0,INDIVIDUAL,36,35,143244,15801,0
18211,25776,23458.40164,59,9.337058267,B,C1,MORTGAGE,214734.286,Source Verified,18.54208835,0,0,22,0,6392,59.89272672,5,f,1816.097861,0.059842065,3.433284715,0.580653829,0,INDIVIDUAL,64,36,82353,10358,0
11192,19496,12291.81997,59,9.020962228,A,A5,MORTGAGE,71153.29624,Source Verified,35.18045608,0,0,12,0,2449,44.56582799,12,w,53.33638042,0.001774223,2.483971886,0.010487718,0,INDIVIDUAL,119,16,169240,4607,1
7419,11392,8828.120634,59,11.06135308,B,B5,MORTGAGE,31460.20676,Source Verified,9.094773964,1,0,18,0,6157,34.27093724,16,f,7868.491816,0.01230139,3.847860894,0.439884734,0,INDIVIDUAL,143,38,169000,7211,1
18532,7756,24772.01332,58,12.39725695,A,B2,OWN,69156.51688,Not Verified,18.30570079,0,0,7,0,6824,39.69446725,21,w,1105.429444,0.034773076,3197.002112,0.480236165,0,INDIVIDUAL,112,53,20052,9168,0
13945,5801,14429.20552,59,18.71956297,A,D2,RENT,21600.08479,Not Verified,26.18502355,0,0,10,0,844,40.91700123,37,w,1656.642728,0.043351278,3.272803466,0.4457777979999999,0,INDIVIDUAL,44,27,215928,16878,0
10502,20399,11716.41861,58,9.512256571,B,B5,MORTGAGE,37076.18351,Verified,27.69068353,0,0,12,0,4630,71.16267874,21,w,1055.125399,0.075896475,4.1711655180000005,0.906160041,0,INDIVIDUAL,29,33,62421,31921,0
11736,7775,25614.8725,58,15.77173737,A,B5,MORTGAGE,166881.1326,Not Verified,14.06711413,0,0,25,0,1981,8.168531123,19,f,6735.592295,0.083925785,7.230314926,0.7818291,0,INDIVIDUAL,123,35,77113,31384,0
5888,24333,23900.54372,59,6.83330019,E,C4,RENT,55343.41087000001,Source Verified,24.57043228,1,0,7,1,5247,33.12049638,19,f,752.7831567000001,8.92e-05,1.4818649869999998,1.507607933,0,INDIVIDUAL,154,36,131615,22343,0
8897,22696,12453.51368,59,5.504459677000001,A,D2,MORTGAGE,104062.8158,Not Verified,25.86497438,0,2,12,0,6643,90.56404421,37,f,2683.925426,0.020458941,0.27121112,0.915649315,0,INDIVIDUAL,34,47,26984,3865,0
15573,15821,15679.30597,59,16.06690649,B,C2,MORTGAGE,300523.103,Verified,19.87736285,1,0,12,0,4976,24.73861203,16,w,406.7192541,0.0625659859999999,2.559365646,0.4281723229999999,0,INDIVIDUAL,65,30,130166,1671,0
18858,6947,11509.20223,59,5.784957812000001,C,D1,RENT,51987.54427,Verified,19.4858914,1,0,11,0,6559,92.40148418,19,f,5677.977006,0.076815557,3.701274765,0.7440824779999999,0,INDIVIDUAL,24,25,141659,12048,0
7595,9199,12938.07846,58,7.803708229,C,D3,RENT,44495.714530000005,Not Verified,25.9880727,0,0,13,0,2838,70.24596048,24,f,1055.33273,0.048745154,4.654529094,0.52829766,0,INDIVIDUAL,25,29,76674,13103,0
22066,5690,13736.95454,59,5.474465738999999,A,A5,MORTGAGE,221780.3052,Source Verified,17.40094835,0,0,14,0,123,82.97746181,24,f,2184.529497,0.014456229,0.607857092,0.167991752,0,INDIVIDUAL,84,301,278985,9625,0
11357,34385,12603.114,58,24.44274115,B,B3,MORTGAGE,147579.2411,Not Verified,33.71050508,0,0,13,0,11084,54.30428041,29,f,11633.67017,0.003019819,0.435708357,0.809161151,0,INDIVIDUAL,9,48,56089,37911,0
5489,32369,13104.3412,59,11.00110631,E,B1,MORTGAGE,105484.0844,Source Verified,34.30590823,0,1,11,0,824,72.27382342,7,f,3389.026311,0.083440193,5.81115511,0.0759062529999999,0,INDIVIDUAL,49,24,78792,65065,0
8871,32474,14051.09226,59,10.35902822,D,A4,RENT,41855.14783,Source Verified,9.94373254,0,0,12,0,12911,17.66027184,8,f,972.338157,22.95779734,0.228903621,1.053334185,0,INDIVIDUAL,88,39,93932,16555,0
19978,6607,31717.01764,59,11.65312879,D,C1,MORTGAGE,94488.46311,Source Verified,27.88590566,0,0,14,0,6845,28.30128201,24,w,1803.922614,0.034287756,3.889737905,1.493878835,0,INDIVIDUAL,55,14,29600,54864,0
14121,17553,27623.09112,59,8.24577478,D,D3,RENT,87507.60047,Source Verified,14.95490204,0,0,9,0,6939,91.63122051,19,w,180.593635,0.042142294,0.525277557,0.748528345,0,INDIVIDUAL,47,8,35834,8152,0
30530,12415,12225.06258,58,12.26910912,B,A5,RENT,68251.76963,Source Verified,33.69220998,0,0,12,0,3098,11.117467800000002,22,f,240.0018011,0.038398422,3.217565636,1.680137274,0,INDIVIDUAL,74,19,270959,44635,0
26509,8098,11762.8209,58,11.6798661,A,G5,MORTGAGE,49465.24624,Source Verified,29.40305369,1,0,35,0,17868,51.38494061,12,w,1197.584159,0.001994019,3.291699975,1.453684254,0,INDIVIDUAL,113,40,8397,102214,0
3233,20669,15411.68706,58,11.75981164,C,G1,RENT,124312.2976,Not Verified,37.65958422,0,0,11,0,2511,58.90467974,12,w,1411.497509,0.018273682,3.313610425,0.885566977,0,INDIVIDUAL,71,40,80845,11132,0
8214,31541,13145.06771,59,6.0167912,A,D1,RENT,52277.75523,Not Verified,38.01492699,0,0,9,0,2439,50.75225418,30,f,2220.566051,0.049078072,4.441879751,0.907512527,0,INDIVIDUAL,125,52,371175,19983,0
17005,6911,9216.932001,59,11.0861026,B,C2,MORTGAGE,86285.97442,Verified,25.55455822,0,0,9,0,3442,72.70640009,12,w,2200.956104,0.067498081,1.097498227,0.328755742,0,INDIVIDUAL,125,46,516663,17485,0
31599,12296,14448.84014,58,10.93774126,B,C1,MORTGAGE,72009.19801000001,Not Verified,38.15759532,0,0,17,0,71,25.01676637,23,f,3206.27113,0.129914547,3.886049658,0.184827877,0,INDIVIDUAL,142,42,133601,58416,0
24355,30394,8161.733791,59,6.784809561,D,B2,RENT,181183.8106,Source Verified,27.45181653,0,2,13,0,9758,13.30477179,41,w,4100.183581,0.003019532,1.390660011,1.154441914,0,INDIVIDUAL,44,1011,227043,81626,0
9952,8575,23812.74131,59,9.168824966,B,B2,MORTGAGE,71029.13002000001,Source Verified,31.25196302,1,0,25,0,256,69.16678917,21,f,186.0055761,0.021624503,1.031973255,0.898140884,0,INDIVIDUAL,72,16,45253,23842,0
4622,10049,14189.46873,59,12.92364388,E,C3,OWN,49209.00542,Source Verified,21.82037125,0,0,7,0,32440,47.26429749,29,w,2907.819601,0.076032166,5.244246587,0.810836144,0,INDIVIDUAL,79,16,161292,52708,0
30596,24631,11967.25347,58,12.33335822,B,D5,RENT,57727.97072999999,Verified,24.04302746,0,0,12,0,634,35.97962314,17,f,801.1129737000001,0.0708902709999999,5.505089959,0.850003427,0,INDIVIDUAL,89,34,169430,3480,0
5108,8974,28434.212010000003,58,13.96587946,C,C4,RENT,58615.046720000006,Source Verified,22.71216161,0,0,14,0,1320,43.97049376,28,f,2165.276237,0.0137208489999999,4.970839697,1.188382783,0,INDIVIDUAL,15,49,137689,2200,0
20638,10892,12831.6508,59,19.38390634,C,C4,MORTGAGE,91101.27946,Source Verified,33.82321373,0,0,22,0,13406,65.34421623,39,w,1176.216151,0.03614476,2.626652606,1.4064331369999998,0,INDIVIDUAL,50,45,178898,22022,0
16760,10033,8774.144349,58,12.92896521,B,C2,OWN,88845.48376,Not Verified,5.593343241,0,0,13,0,5332,70.15109257,20,f,142.22191809999998,0.038364638,2.844739322,1.464867358,0,INDIVIDUAL,110,2,548454,11340,0
27243,18206,4692.732006,59,14.28737271,D,A5,MORTGAGE,56479.51285,Source Verified,32.17977478,0,0,7,0,4884,62.18110635,21,w,503.9918613,36.28782617,2.187579724,0.183876555,0,INDIVIDUAL,39,34,74762,4626,0
15713,11555,9526.066964,36,8.859592076,A,D1,RENT,51970.26477,Verified,22.27098375,0,0,12,0,4978,27.4505785,18,f,319.0207485,0.107858108,1.835804541,1.251014372,0,INDIVIDUAL,70,29,46669,14207,0
