Employment Length,Zip Code,BAD,Amount Requested,Loan Title,State
10+ years,480xx,0,8000.0,Debt consolidation,MI
10+ years,921xx,1,6875.0,Debt consolidation,CA
3 years,703xx,0,6300.0,Lending Club 7-08-10,LA
< 1 year,019xx,0,17500.0,SRT-4,MA
7 years,206xx,0,14000.0,Debt consolidation,MD
8 years,112xx,0,3600.0,Moving Loan ,NY
2 years,150xx,0,15850.0,Debt consolidation,PA
< 1 year,928xx,0,31000.0,Debt consolidation,CA
4 years,750xx,0,19000.0,Debt Consolidation,TX
10+ years,068xx,0,24000.0,Debt consolidation,CT
10+ years,077xx,0,15500.0,kitchen remodel,NJ
6 years,330xx,1,10450.0,Credit card refinancing,FL
10+ years,275xx,0,35000.0,Credit card refinancing,NC
5 years,314xx,1,33500.0,Debt consolidation,GA
5 years,773xx,0,24000.0,Debt consolidation,TX
4 years,100xx,0,30000.0,Debt consolidation,NY
8 years,173xx,0,5000.0,Credit card refinancing,PA
10+ years,063xx,0,8000.0,Debt consolidation,CT
4 years,441xx,0,15000.0,Debt consolidation,OH
10+ years,495xx,0,8000.0,Debt consolidation,MI
3 years,727xx,0,6000.0,Debt consolidation,AR
10+ years,907xx,0,30000.0,Debt consolidation,CA
10+ years,922xx,0,20000.0,Debt consolidation,CA
< 1 year,331xx,0,20000.0,Debt consolidation,FL
10+ years,211xx,1,4800.0,Other,MD
< 1 year,126xx,0,15000.0,CC Consolidation,NY
4 years,197xx,0,30000.0,Debt consolidation,DE
10+ years,781xx,0,15000.0,Debt consolidation,TX
5 years,672xx,0,10000.0,Home improvement,KS
2 years,334xx,1,3000.0,Moving and relocation,FL
5 years,945xx,0,2500.0,Debt consolidation,CA
< 1 year,302xx,1,15000.0,Debt consolidation,GA
6 years,310xx,0,10000.0,Credit card refinancing,GA
5 years,853xx,0,20400.0,Debt consolidation,AZ
10+ years,647xx,0,10000.0,Debt consolidation,MO
5 years,365xx,1,10000.0,Home improvement,AL
3 years,967xx,0,35000.0,Debt consolidation,HI
10+ years,945xx,0,12000.0,Debt consolidation,CA
10+ years,785xx,0,10000.0,Credit card refinancing,TX
6 years,895xx,0,12000.0,Debt consolidation,NV
10+ years,286xx,0,6000.0,Debt consolidation,NC
3 years,541xx,0,9000.0,Debt consolidation,WI
3 years,333xx,0,3500.0,Debt consolidation,FL
10+ years,945xx,0,11000.0,Debt consolidation,CA
10+ years,608xx,1,19375.0,myhero,IL
2 years,853xx,0,6500.0,Credit card refinancing,AZ
6 years,225xx,1,10000.0,Debt consolidation,VA
6 years,109xx,1,15000.0,Other,NY
10+ years,658xx,0,3000.0,Medical expenses,MO
3 years,840xx,0,2500.0,Major purchase,UT
10+ years,981xx,0,16000.0,Debt consolidation,WA
< 1 year,600xx,0,6000.0,Debt consolidation,IL
10+ years,481xx,1,15000.0,Debt consolidation,MI
1 year,750xx,0,10000.0,Debt consolidation,TX
10+ years,400xx,0,4000.0,Debt consolidation,KY
10+ years,744xx,0,6000.0,Debt consolidation,OK
10+ years,809xx,0,34975.0,Debt consolidation,CO
8 years,773xx,0,25000.0,Debt consolidation,TX
5 years,217xx,1,15000.0,Debt consolidation,MD
10+ years,935xx,0,4800.0,Major purchase,CA
10+ years,211xx,0,28000.0,Credit card refinancing,MD
5 years,480xx,0,7000.0,Debt consolidation,MI
2 years,191xx,0,9600.0,Debt consolidation,PA
4 years,706xx,1,20000.0,Debt consolidation,LA
2 years,460xx,0,35000.0,Debt consolidation,IN
5 years,936xx,0,9475.0,Credit card refinancing,CA
4 years,701xx,0,7000.0,Moving and relocation,LA
< 1 year,282xx,0,15000.0,Credit card refinancing,NC
10+ years,431xx,0,14000.0,Refinance,OH
6 years,018xx,0,20000.0,Credit Card Payoffs,MA
7 years,952xx,1,10375.0,Debt consolidation,CA
5 years,190xx,0,24000.0,Debt consolidation,PA
7 years,988xx,1,10000.0,Credit card refinancing,WA
4 years,606xx,0,5000.0,Vacation,IL
5 years,462xx,0,8000.0,MY LOAN,IN
6 years,945xx,0,12850.0,Business,CA
10+ years,282xx,0,4800.0,Debt consolidation,NC
10+ years,597xx,0,3000.0,Debt consolidation,MT
1 year,784xx,0,2000.0,Other,TX
7 years,117xx,1,20000.0,Home improvement,NY
3 years,065xx,0,10000.0,Credit card refinancing,CT
10+ years,404xx,0,6000.0,Debt consolidation,KY
10+ years,982xx,0,14400.0,Freedom,WA
4 years,452xx,0,8000.0,Debt consolidation,OH
2 years,826xx,0,12000.0,Credit card refi,WY
7 years,605xx,0,15000.0,Debt consolidation,IL
3 years,283xx,0,32400.0,Debt consolidation,NC
10+ years,927xx,1,10000.0,Debt consolidation,CA
2 years,080xx,0,16000.0,Credit card refinancing,NJ
2 years,370xx,1,10000.0,Debt Consl,TN
4 years,334xx,0,11000.0,Debt consolidation,FL
2 years,805xx,0,9000.0,reliable,CO
10+ years,908xx,0,6000.0,A New Begining,CA
3 years,675xx,0,12000.0,Debt consolidation,KS
< 1 year,953xx,0,5300.0,Debt Free,CA
10+ years,800xx,0,15000.0,Credit card refinancing,CO
10+ years,551xx,0,10000.0,Debt consolidation,MN
8 years,276xx,0,25000.0,Debt consolidation,NC
10+ years,335xx,0,7000.0,personal loan,FL
10+ years,020xx,0,10000.0,Family property,MA
10+ years,329xx,0,10000.0,Debt consolidation,FL
1 year,900xx,0,10000.0,Business,CA
2 years,956xx,1,7200.0,Credit card refinancing,CA
5 years,799xx,0,20000.0,Credit card refinancing,TX
10+ years,917xx,0,28000.0,Debt consolidation,CA
10+ years,906xx,0,18000.0,Home improvement,CA
< 1 year,021xx,1,5000.0,Debt consolidation,MA
1 year,336xx,1,16825.0,Other,FL
10+ years,973xx,1,15000.0,Home improvement,OR
1 year,200xx,0,32475.0,Major purchase,DC
< 1 year,752xx,0,9000.0,Credit card refinancing,TX
4 years,082xx,0,16000.0,Debt consolidation,NJ
10+ years,759xx,0,8800.0,Debt consolidation,TX
10+ years,675xx,0,13200.0,Debt consolidation,KS
10+ years,980xx,0,14000.0,Bathroom remodel and refinance,WA
4 years,303xx,1,12000.0,Credit Restructure,GA
3 years,060xx,1,23400.0,Debt consolidation,CT
10+ years,421xx,0,24000.0,Debt consolidation,KY
4 years,945xx,1,4325.0,Credit card refinancing,CA
5 years,880xx,0,7500.0,Debt consolidation,NM
< 1 year,152xx,0,4800.0,Debt consolidation,PA
1 year,951xx,0,27200.0,Credit card refinancing,CA
< 1 year,272xx,1,18000.0,Debt consolidation,NC
2 years,550xx,0,10200.0,Other,MN
10+ years,700xx,0,3600.0,DebtCo,LA
7 years,980xx,0,9200.0,Debt consolidation,WA
8 years,341xx,0,17325.0,red sox,FL
< 1 year,606xx,0,7000.0,Other,IL
3 years,923xx,0,10150.0,Other,CA
3 years,672xx,0,9000.0,Combine,KS
3 years,315xx,0,12000.0,Debt consolidation,GA
2 years,954xx,0,7200.0,Debt consolidation,CA
10+ years,782xx,0,9600.0,Credit card refinancing,TX
10+ years,900xx,1,19575.0,Debt consolidation,CA
9 years,974xx,0,21000.0,Debt consolidation,OR
6 years,088xx,0,10000.0,Debt consolidation,NJ
1 year,128xx,1,30000.0,Debt consolidation,NY
< 1 year,044xx,1,15000.0,Debt consolidation,ME
10+ years,209xx,0,15000.0,Debt consolidation,MD
10+ years,310xx,0,32000.0,Debt consolidation,GA
10+ years,985xx,0,10000.0,Debt consolidation,WA
1 year,778xx,0,30000.0,Credit card refinancing,TX
1 year,807xx,0,8000.0,Debt consolidation,CO
9 years,308xx,1,18000.0,Debt consolidation,GA
10+ years,711xx,0,2500.0,Credit card refinancing,LA
1 year,782xx,0,12000.0,Debt consolidation,TX
10+ years,809xx,0,14575.0,Debt consolidation,CO
< 1 year,770xx,1,2000.0,debt loan,TX
< 1 year,791xx,0,3600.0,conversion van loan,TX
< 1 year,852xx,0,5000.0,Credit card refinancing,AZ
< 1 year,782xx,0,10000.0,Credit card refinancing,TX
2 years,100xx,0,9550.0,Debt consolidation,NY
1 year,070xx,1,15000.0,Other,NJ
9 years,129xx,0,8000.0,Debt consolidation,NY
4 years,462xx,0,7200.0,Debt consolidation,IN
< 1 year,336xx,0,15000.0,Business,FL
10+ years,327xx,0,14000.0,Debt consolidation,FL
10+ years,442xx,1,12000.0,Debt consolidation,OH
5 years,832xx,0,3000.0,Vacation,ID
10+ years,201xx,0,14000.0,Debt consolidation,VA
6 years,109xx,0,12000.0,Debt consolidation,NY
8 years,208xx,0,12000.0,LOWER INTEREST RATE ,MD
< 1 year,078xx,0,6000.0,Debt consolidation,NJ
10+ years,113xx,1,28100.0,debt free,NY
10+ years,890xx,0,24800.0,Credit card refinancing,NV
< 1 year,661xx,0,7500.0,Home improvement,KS
5 years,917xx,0,20000.0,Credit card refinancing,CA
7 years,923xx,0,7200.0,Other,CA
5 years,100xx,0,27600.0,Home improvement,NY
10+ years,463xx,0,30000.0,Debt consolidation,IN
9 years,494xx,0,21000.0,Credit card refinancing,MI
< 1 year,802xx,0,32000.0,Debt consolidation,CO
10+ years,841xx,0,15000.0,Debt consolidation,UT
7 years,100xx,0,4000.0,Payment of high interest Credit Card,NY
3 years,119xx,0,9275.0,Credit card refinancing,NY
10+ years,895xx,0,17000.0,Credit card refinancing,NV
6 years,760xx,0,10000.0,Credit card refinancing,TX
1 year,339xx,0,9475.0,Credit card refinancing,FL
10+ years,074xx,0,8000.0,Credit card refinancing,NJ
7 years,788xx,0,16000.0,Debt consolidation,TX
8 years,208xx,0,10000.0,Debt consolidation,MD
6 years,275xx,1,40000.0,Other,NC
10+ years,782xx,0,7000.0,Other,TX
9 years,605xx,0,6000.0,New Kitchen,IL
3 years,613xx,0,5000.0,New boat,IL
1 year,130xx,1,6000.0,Other,NY
10+ years,334xx,1,14700.0,Debt consolidation,FL
6 years,331xx,0,10000.0,Credit card refinancing,FL
8 years,373xx,0,33000.0,Credit card refinancing,TN
3 years,330xx,0,24000.0,Debt consolidation,FL
3 years,799xx,0,3000.0,Other,TX
2 years,731xx,0,25000.0,The Wine Barrel upstart,OK
5 years,430xx,0,21000.0,Debt consolidation,OH
7 years,441xx,0,12000.0,Debt consolidation,OH
< 1 year,061xx,0,20000.0,Home improvement,CT
5 years,074xx,1,15850.0,Other,NJ
5 years,950xx,0,20000.0,Credit card refinancing,CA
5 years,530xx,0,19750.0,Debt Consolidation For Future Growth,WI
< 1 year,021xx,1,9600.0,Debt consolidation,MA
10+ years,554xx,0,10000.0,Debt Consol,MN
< 1 year,773xx,0,5000.0,Home improvement,TX
10+ years,965xx,0,15000.0,Legal Fees,CA
10+ years,711xx,0,14000.0,Boat,LA
9 years,730xx,0,10000.0,Credit card refinancing,OK
10+ years,604xx,0,30000.0,Get Out of Debt,IL
2 years,117xx,0,16000.0,Home improvement,NY
2 years,935xx,0,8400.0,Debt consolidation,CA
10+ years,906xx,0,16000.0,Debt consolidation,CA
2 years,554xx,0,10000.0,Debt consolidation,MN
9 years,770xx,0,25000.0,ConsolidateDebtPlusBusiness,TX
10+ years,200xx,0,25000.0,Debt consolidation,DC
10+ years,144xx,0,16000.0,Home improvement,NY
< 1 year,802xx,0,16000.0,Credit card refinancing,CO
10+ years,121xx,0,20000.0,Debt consolidation,NY
10+ years,346xx,0,35000.0,Credit card refinancing,FL
1 year,441xx,0,8000.0,Major purchase,OH
2 years,080xx,1,13675.0,Debt consolidation,NJ
6 years,292xx,0,20275.0,CC Refinance + Auto Repair,SC
3 years,070xx,0,24000.0,Debt consolidation,NJ
5 years,115xx,0,8000.0,Other,NY
6 years,100xx,0,4800.0,Other,NY
8 years,440xx,0,24000.0,Debt consolidation,OH
10+ years,300xx,0,20000.0,CCLoan,GA
5 years,060xx,0,6000.0,Moving and relocation,CT
6 years,921xx,0,7200.0,Other,CA
10+ years,181xx,1,14825.0,Bill condenser,PA
< 1 year,038xx,1,6950.0,Consolidate credit card debt,NH
10+ years,440xx,1,21000.0,Debt consolidation,OH
4 years,338xx,0,6000.0,Debt consolidation,FL
10+ years,766xx,0,16000.0,Help consolidation loan,TX
7 years,172xx,0,18000.0,Credit card refinancing,PA
8 years,330xx,0,5000.0,Other,FL
1 year,937xx,0,21125.0,Debt consolidation,CA
10+ years,480xx,0,3950.0,Other,MI
9 years,857xx,0,20000.0,Debt consolidation,AZ
7 years,300xx,0,12000.0,Debt consolidation,GA
10+ years,322xx,1,35000.0,Other,FL
10+ years,495xx,1,25750.0,Debt consolidation,MI
4 years,956xx,0,24950.0,Other,CA
2 years,756xx,0,15100.0,Debt consolidation,TX
10+ years,630xx,1,3425.0,Debt consolidation,MO
9 years,330xx,0,8000.0,Credit card refinancing,FL
10+ years,088xx,0,14000.0,Debt consolidation,NJ
10+ years,750xx,0,23325.0,Credit card refinancing,TX
1 year,347xx,0,18000.0,Debt consolidation,FL
10+ years,911xx,0,14000.0,Debt consolidation,CA
10+ years,186xx,1,32000.0,Debt consolidation,PA
10+ years,167xx,0,3600.0,Other,PA
4 years,331xx,0,8400.0,Debt consolidation,FL
10+ years,631xx,0,12800.0,Personal ,MO
10+ years,449xx,0,12000.0,Credit card refinancing,OH
4 years,972xx,0,4000.0,Other,OR
8 years,750xx,0,12000.0,Debt consolidation,TX
9 years,641xx,0,8000.0,2012 Motorcycle loan,MO
10+ years,705xx,0,7000.0,Debt consolidation,LA
6 years,331xx,0,25000.0,Debt consolidation,FL
9 years,338xx,0,11200.0,Debt consolidation,FL
< 1 year,800xx,0,14400.0,Debt consolidation,CO
6 years,558xx,0,18225.0,A fresh start,MN
4 years,895xx,0,6000.0,Major purchase,NV
9 years,982xx,0,20000.0,Car financing,WA
8 years,286xx,0,12000.0,Home improvement,NC
3 years,600xx,0,10000.0,Summer Child Care/Debt consolidation,IL
10+ years,210xx,0,15000.0,Medical expenses,MD
10+ years,142xx,1,23500.0,Debt consolidation,NY
10+ years,782xx,1,21700.0,Debt consolidation,TX
10+ years,954xx,0,20000.0,Pay off,CA
8 years,087xx,0,12000.0,Debt consolidation,NJ
3 years,636xx,1,26375.0,Credit card refinancing,MO
7 years,884xx,1,10000.0,Credit card refinancing,NM
8 years,347xx,0,14400.0,Debt consolidation,FL
8 years,666xx,0,7000.0,Loan refiance,KS
< 1 year,423xx,0,8900.0,Debt consolidation,KY
10+ years,056xx,0,15000.0,Debt consolidation,VT
10+ years,981xx,0,10000.0,Debt consolidation,WA
< 1 year,871xx,0,19400.0,Debt Consolidation,NM
10+ years,234xx,0,20775.0,Home Improvement,VA
4 years,175xx,0,6525.0,Home improvement,PA
10+ years,145xx,0,20000.0,Debt consolidation,NY
< 1 year,118xx,1,25975.0,Debt Consoloan,NY
10+ years,792xx,0,10000.0,Debt consolidation,TX
6 years,112xx,0,16000.0,Pay off Amex,NY
5 years,134xx,0,8000.0,Debt consolidation,NY
2 years,624xx,0,8000.0,Debt consolidation,IL
2 years,115xx,0,4800.0,Debt consolidation,NY
3 years,331xx,0,18000.0,Debt consolidation,FL
4 years,751xx,0,15000.0,Debt Consolidation Loan,TX
9 years,948xx,0,6000.0,Vacation,CA
2 years,935xx,0,13425.0,Debt consolidation,CA
6 years,114xx,1,35000.0,Debt consolidation,NY
3 years,852xx,0,17000.0,Credit card refinancing,AZ
5 years,300xx,0,40000.0,Business,GA
10+ years,983xx,0,24000.0,Debt consolidation,WA
< 1 year,330xx,0,15475.0,Major purchase,FL
5 years,548xx,0,2500.0,Debt consolidation,WI
< 1 year,480xx,1,35000.0,Debt consolidation,MI
10+ years,776xx,0,8000.0,Business,TX
4 years,933xx,1,24000.0,Home improvement,CA
< 1 year,553xx,0,4500.0,Paying It Off!,MN
< 1 year,606xx,1,35000.0,Debt consolidation,IL
1 year,333xx,1,34475.0,Home improvement,FL
3 years,958xx,0,35000.0,Pool Loan,CA
10+ years,980xx,0,16950.0,Debt Consolidation ,WA
10+ years,274xx,1,31300.0,Debt Consolidation,NC
5 years,949xx,0,16000.0,Credit card refinancing,CA
10+ years,273xx,1,19200.0,DEBT CONSOLIDATION,NC
4 years,335xx,0,7000.0,Debt consolidation,FL
5 years,928xx,0,4000.0,Freedom from Debt,CA
10+ years,940xx,0,6000.0,Debt consolidation,CA
2 years,330xx,0,28000.0,Debt consolidation,FL
5 years,061xx,0,8000.0,Debt consolidation,CT
< 1 year,756xx,0,17075.0,Debt consolidation,TX
9 years,342xx,0,10000.0,clean slate,FL
1 year,800xx,0,35000.0,Credit card refinancing,CO
3 years,222xx,0,18000.0,Major purchase,VA
< 1 year,403xx,0,4000.0,Credit card refinancing,KY
1 year,850xx,0,12000.0,Myexpences,AZ
5 years,113xx,0,25000.0,Debt consolidation,NY
7 years,972xx,0,10100.0,Debt consolidation,OR
5 years,954xx,0,12000.0,Debt consolidation,CA
3 years,245xx,1,14400.0,Credit card refinancing,VA
2 years,330xx,0,10000.0,Debt consolidation,FL
8 years,156xx,1,13000.0,Credit card refinancing,PA
2 years,189xx,0,11100.0,Debt consolidation,PA
3 years,727xx,0,7500.0,Other,AR
5 years,355xx,0,21000.0,Other,AL
1 year,077xx,1,10500.0,Debt consolidation,NJ
2 years,853xx,0,25000.0,Other,AZ
10+ years,038xx,0,12000.0,Debt consolidation,NH
10+ years,460xx,1,6000.0,Debt consolidation,IN
10+ years,135xx,0,4325.0,Credit card refinancing,NY
10+ years,104xx,0,4000.0,Other,NY
< 1 year,286xx,0,12000.0,Credit card refinancing,NC
10+ years,760xx,1,32000.0,Debt consolidation,TX
10+ years,015xx,0,24000.0,Debt consolidation,MA
< 1 year,712xx,0,24000.0,Moving and relocation,LA
7 years,302xx,0,11000.0,Debt consolidation,GA
< 1 year,897xx,0,7000.0,Debt consolidation,NV
10+ years,913xx,0,15000.0,Debt consolidation,CA
5 years,209xx,0,15000.0,Debt Loan,MD
1 year,372xx,0,7200.0,Credit card refinancing,TN
3 years,951xx,0,35000.0,Credit card refinancing,CA
2 years,605xx,0,5000.0,Debt consolidation,IL
10+ years,481xx,0,18000.0,credit card reduction,MI
2 years,370xx,0,19200.0,Major purchase,TN
5 years,331xx,1,24000.0,Debt consolidation,FL
< 1 year,902xx,0,5000.0,Debt consolidation,CA
10+ years,900xx,0,20000.0,Debt Consolidation and Vacation,CA
10+ years,482xx,0,8000.0,Credit card refinancing,MI
10+ years,216xx,0,25000.0,Credit card refinancing,MD
9 years,850xx,1,10925.0,Credit card refinancing,AZ
9 years,836xx,0,4000.0,Debt consolidation,ID
10+ years,751xx,0,10000.0,Credit card refinancing,TX
5 years,773xx,1,19200.0,Debt consolidation,TX
10+ years,494xx,0,29950.0,Debt consolidation,MI
1 year,800xx,0,6000.0,Credit Card Consolidation,CO
7 years,531xx,0,18000.0,Debt consolidation,WI
6 years,021xx,1,28000.0,Credit card refinancing,MA
7 years,326xx,0,10000.0,Home improvement,FL
1 year,891xx,0,14400.0,Debt consolidation,NV
< 1 year,303xx,0,18000.0,Credit card refinancing,GA
7 years,559xx,0,7500.0,Debt consolidation,MN
5 years,801xx,0,5000.0,Debt consolidation,CO
10+ years,857xx,1,22700.0,Debt consolidation,AZ
7 years,300xx,0,20000.0,Debt consolidation,GA
10+ years,273xx,1,19900.0,Debt consolidation,NC
< 1 year,222xx,0,14400.0,Major purchase,VA
6 years,936xx,0,22000.0,Debt consolidation,CA
2 years,328xx,1,7000.0,Debt consolidation,FL
2 years,446xx,1,9600.0,Debt consolidation,OH
1 year,705xx,0,35000.0,Home improvement,LA
10+ years,441xx,1,10000.0,Debt consolidation,OH
1 year,616xx,0,29500.0,Credit card refinancing,IL
1 year,940xx,0,35000.0,Debt consolidation,CA
4 years,104xx,1,24000.0,Debt consolidation,NY
10+ years,397xx,0,16800.0,Debt consolidation,MS
10+ years,200xx,0,12000.0,Debt consolidation,DC
9 years,141xx,1,16675.0,Credit card refinancing,NY
3 years,265xx,0,19500.0,Debt consolidation,WV
3 years,802xx,0,35000.0,Debt consolidation,CO
9 years,995xx,0,22750.0,Consolidation,AK
10+ years,104xx,0,5000.0,Vacation,NY
2 years,220xx,0,3000.0,Car Repairs,VA
< 1 year,206xx,0,7000.0,Other,MD
10+ years,233xx,0,12800.0,Debt consolidation,VA
6 years,852xx,0,5000.0,Home Improvement Loan,AZ
5 years,147xx,1,24000.0,Debt consolidation,NY
9 years,304xx,0,2000.0,Credit card refinancing,GA
3 years,113xx,1,6000.0, vacatio loan,NY
10+ years,322xx,0,10000.0,Debt consolidation,FL
8 years,936xx,0,25000.0,Debt consolidation,CA
3 years,648xx,0,6000.0,Credit card refinancing,MO
10+ years,945xx,1,21000.0,Debt consolidation,CA
5 years,577xx,0,24000.0,Debt Interest Payoff,SD
10+ years,100xx,0,14400.0,Debt consolidation,NY
5 years,327xx,0,10000.0,Credit card refinancing,FL
10+ years,601xx,0,35000.0,Home improvement,IL
5 years,190xx,0,15000.0,Consolidation,PA
< 1 year,280xx,0,3700.0,Chase Ink Business Credit Card Payoff,NC
10+ years,939xx,1,12000.0,Credit card refinancing,CA
10+ years,921xx,0,12000.0,Debt consolidation,CA
10+ years,852xx,1,3500.0,Other,AZ
< 1 year,331xx,0,10000.0,Debt consolidation,FL
5 years,325xx,0,4725.0,Debt,FL
10+ years,119xx,0,15000.0,Debt consolidation,NY
< 1 year,782xx,0,28000.0,Debt consolidation,TX
10+ years,314xx,0,25000.0,Debt consolidation,GA
7 years,805xx,1,11000.0,Medical expenses,CO
10+ years,018xx,1,35000.0,Debt consolidation,MA
9 years,770xx,0,9925.0,Debt consolidation,TX
7 years,716xx,0,6625.0,Debt consolidation,AR
< 1 year,920xx,0,5000.0,Credit card refinancing,CA
< 1 year,424xx,0,6575.0,Debt consolidation,KY
3 years,563xx,1,8000.0,Credit card refinancing,MN
2 years,967xx,0,3000.0,lending club,HI
8 years,783xx,0,4800.0,Debt consolidation,TX
3 years,168xx,0,10000.0,Credit card refinancing,PA
4 years,801xx,0,20000.0,Credit card refinancing,CO
6 years,226xx,0,19500.0,Other,VA
10+ years,548xx,0,10000.0,Debt consolidation,WI
5 years,706xx,0,10000.0,Home improvement,LA
1 year,107xx,0,16000.0,Credit card refinancing,NY
1 year,681xx,0,7500.0,Debt consolidation,NE
2 years,191xx,1,18000.0,Major purchase,PA
10+ years,530xx,0,25000.0,Debt consolidation,WI
1 year,333xx,0,3000.0,Moving and relocation,FL
10+ years,117xx,0,16000.0,Credit card refinancing,NY
3 years,770xx,1,15000.0,Debt consolidation,TX
2 years,770xx,0,11000.0,Credit card refinancing,TX
10+ years,371xx,0,25000.0,Debt consolidation,TN
